roomR=1
roomC=1
lastRoomR=0
lastRoomC=0
playerHealth=93
roomsCleared=1
coins=0
score=5
visited=0000/0100/0000/0000
cleared=0000/0100/0000/0000
tiles=0,0:2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2/2,11,0,0,0,21,0,0,0,0,21,0,0,0,0,2/2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2/2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3/2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3/2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3/2,0,1,1,0,0,11,0,0,1,1,0,0,0,0,2/2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2/2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
tiles=0,1:2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/3,0,0,0,0,0,0,21,0,0,0,0,0,0,0,2/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2
tiles=0,3:2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2/2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2/2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2/23,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2/2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2/23,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2/2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2/2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2/2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2
tiles=1,1:2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/2,0,0,0,0,21,0,0,0,0,21,0,0,0,0,3/23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/2,0,0,0,11,0,0,24,0,0,0,0,0,0,0,2/2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2
tiles=1,2:2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/2,0,1,0,0,0,0,0,1,1,0,11,0,0,0,2/3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/3,0,0,11,0,0,21,0,0,0,0,0,11,0,0,3/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2/2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2/2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
tiles=1,3:2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2/3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3/3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2/2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2
tiles=2,1:2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2/23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2
tiles=2,3:2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/2,0,0,0,0,0,0,0,21,0,0,0,0,0,0,2/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2
tiles=3,0:2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2/2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2/2,0,11,0,0,0,0,0,11,11,0,0,0,0,0,2/2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3/2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3/2,0,0,0,0,11,0,0,0,11,0,0,0,0,0,2/2,0,1,1,0,0,11,0,11,0,0,0,0,0,0,2/2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2/2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2
tiles=3,1:2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2/3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
